-0.00475	-1e-005
0.48896	0
1.1509	3e-005
1.548	8e-005
2.123	0.00011
2.524	0.00016
3.0879	0.00019
3.4717	0.00025
4.0744	0.00027
4.5567	0.00032
5.1813	0.00039
5.5238	0.00043
6.1098	0.00047
6.5308	0.0005
7.113	0.00064
7.466	0.00067
8.119	0.00074
8.547	0.00078
8.992	0.00084
9.475	0.00089
9.768	0.22255
9.783	0.785
9.791	1.211
9.792	1.223
9.812	2.1603
9.823	2.6505
9.835	3.1271
9.843	3.6325
9.861	4.081
9.869	4.9537
9.884	5.055
9.89	5.5499
9.902	6.0894
9.91	6.5635
9.921	7.023
9.933	7.528
